Player,Matchs,Goals,Assists
Unai Simón,34,0,0
Iker Muniain,35,4,10
Iñaki Williams,38,8,5
Unai Venced,34,0,0
Dani García,32,0,0
Iñigo Martínez,27,3,0
Álex Berenguer,34,3,6
Raúl García,35,6,2
Mikel Balenziaga,26,0,0
Daniel Vivian,24,2,1
Iñigo Lekue,25,0,2
Yeray Álvarez,22,0,0
Óscar ,22,1,2
Mikel Vesga,32,2,0
Oihan Sancet,27,6,4
Nico Williams,34,0,0
Yuri Berchiche,14,1,2
Oier Zarraga,31,1,0
Unai Núñez,9,0,0
Julen Agirrezabala,4,0,0
Asier Villalibre,19,2,0
Nicolás Serrano,14,1,0
Alex Petxa,17,0,0
Jon Morcillo,7,0,0
Ander Capa,1,0,0
Peru Nolaskoain,1,0,0
Juan Artola,0,0,0
Luis Bilbao,0,0,0
Jokin Ezkieta,0,0,0
Iru,0,0,0
Aitor Paredes,0,0,0
